-189.8111253818,-304.0932614861,0.0069025394,-2.60320641856988E-07,0.0002368004,1.589672847
-189.8111735495,-304.0904327407,0.0069025396,-2.55385126504792E-07,0.0002368,1.5897242145
-189.8112236104,-304.0876031368,0.0069025395,-2.61463367552091E-07,0.0002368004,1.5896697395
-189.8112729313,-304.0847743517,0.0069025397,-2.56318969078048E-07,0.0002368,1.5897210117
-189.8113241854,-304.0819447106,0.0069025396,-2.62200310741527E-07,0.0002368004,1.5896665986
-189.8113747181,-304.0791158887,0.0069025398,-2.56912515393022E-07,0.0002368,1.5897179443
-189.8114271782,-304.0762862118,0.0069025397,-2.62569593716155E-07,0.0002368004,1.5896637298
-189.8114788887,-304.0734573535,0.0069025399,-2.57056944377836E-07,0.0002368,1.5897153094
-189.8115324752,-304.0706276399,0.0069025398,-2.62502458080293E-07,0.0002368004,1.5896614171
-189.8115852391,-304.0677987433,0.00690254,-2.56771393406692E-07,0.0002368,1.5897133674
-189.8116397856,-304.0649689898,0.0069025399,-0.000000262,0.0002368004,1.5896599003
-189.8116933974,-304.0621400507,0.00690254,-2.56055527798107E-07,0.0002368,1.5897123217
-189.8117486633,-304.059310252,0.00690254,-2.61082203049534E-07,0.0002368004,1.5896593553
-189.8118028521,-304.0564812642,0.0069025401,-0.000000255,0.0002368,1.589712305
-189.8118585414,-304.0536514133,0.00690254,-2.59827792697207E-07,0.0002368004,1.5896598785
-189.8119129917,-304.0508223693,0.0069025402,-2.53537931445154E-07,0.0002368,1.5897133688
-189.8119687757,-304.0479924581,0.0069025401,-2.58278452538581E-07,0.0002368004,1.5896614783
-189.8120231521,-304.0451633494,0.0069025403,-2.51878897242356E-07,0.0002368,1.5897154804
-189.812078695,-304.0423333692,0.0069025402,-2.56568677333441E-07,0.0002368004,1.5896640742
-189.8121326678,-304.0395041872,0.0069025404,-2.50202346399128E-07,0.0002368,1.5897185253
-189.8121876531,-304.0366741296,0.0069025403,-2.54930661999872E-07,0.0002368004,1.5896675041
-189.8122409244,-304.0338448663,0.0069025404,-2.48629071130917E-07,0.0002368,1.5897223145
-189.8122950797,-304.0310147233,0.0069025403,-2.5345579147189E-07,0.0002368004,1.5896715365
-189.8123474067,-304.028185372,0.0069025405,-2.47271658821787E-07,0.0002368,1.5897265976
-189.8124005251,-304.025355137,0.0069025404,-2.52252369487681E-07,0.0002368004,1.589675891
-189.8124517392,-304.0225256925,0.0069025405,-2.46231184575103E-07,0.0002368,1.5897310816
-189.8125036955,-304.019695361,0.0069025404,-2.51412454473372E-07,0.0002368004,1.589680261
-189.8125537162,-304.0168658203,0.0069025406,-2.45588523933407E-07,0.0002368001,1.5897354518
-189.812604477,-304.01403539,0.0069025405,-0.000000251,0.0002368005,1.5896843383
-189.8126533182,-304.0112057524,0.0069025406,-2.4539650385426E-07,0.0002368001,1.5897393972
-189.812702945,-304.0083752234,0.0069025405,-2.51058758129653E-07,0.0002368005,1.5896878374
-189.8127507142,-304.0055454905,0.0069025407,-2.45674430743554E-07,0.0002368001,1.5897426346
-189.8127993586,-304.0027148657,0.0069025406,-2.51579383089478E-07,0.0002368005,1.5896905171
-189.8128509414,-303.9998842671,0.0069025405,-2.58087342619724E-07,0.0002368006,1.5896368219
-189.8129021627,-303.9970545031,0.0069025406,-2.53487662904569E-07,0.0002368001,1.5896898539
-189.8129554111,-303.9942238825,0.0069025406,-0.00000026,0.0002368005,1.5896366199
-189.8130078271,-303.9913940849,0.0069025408,-2.55210307196182E-07,0.0002368001,1.5896901242
-189.813061962,-303.9885634232,0.0069025407,-2.61436486382367E-07,0.0002368005,1.589637366
-189.8131150364,-303.9857335785,0.0069025409,-2.56344697600667E-07,0.0002368001,1.5896913175
-189.8131696362,-303.9829028657,0.0069025408,-2.62208043104609E-07,0.0002368005,1.5896390762
-189.8132230015,-303.9800729647,0.006902541,-2.56750172918525E-07,0.0002368001,1.5896934465
-189.8132777229,-303.9772421924,0.0069025409,-2.62231804764949E-07,0.0002368005,1.5896417357
-189.8133310495,-303.9744122267,0.0069025411,-2.56427035871016E-07,0.0002368001,1.589696472
-189.8133855724,-303.9715813868,0.006902541,-2.61581551005972E-07,0.0002368005,1.5896452611
-189.8134385516,-303.9687513481,0.0069025412,-2.55488313045849E-07,0.0002368001,1.5897002871
-189.8134925826,-303.9659204328,0.0069025411,-2.60383144263664E-07,0.0002368005,1.5896494967
-189.8135449403,-303.9630903138,0.0069025413,-2.54120786327409E-07,0.0002368001,1.5897047192
-189.8135982296,-303.9602593159,0.0069025412,-2.58885515074162E-07,0.0002368005,1.5896542259
-189.8136497442,-303.9574291102,0.0069025414,-2.52560598343344E-07,0.0002368001,1.5897095414
-189.8137021039,-303.9545980238,0.0069025413,-2.57303456781361E-07,0.0002368005,1.5896591879
-189.8137526234,-303.951767727,0.0069025414,-0.000000251,0.0002368001,1.5897144883
-189.8138039417,-303.9489365479,0.0069025413,-2.55838753633813E-07,0.0002368005,1.5896640996
-189.813853395,-303.9461061572,0.0069025415,-2.49675910225089E-07,0.0002368001,1.5897192766
-189.8139036451,-303.9432748833,0.0069025414,-2.54662383522091E-07,0.0002368005,1.5896686782
-189.8139520483,-303.9404443982,0.0069025416,-2.48689887946454E-07,0.0002368001,1.5897236264
-189.81400129,-303.9376130297,0.0069025415,-2.53899316845343E-07,0.0002368005,1.5896726634
-189.8140487449,-303.9347824521,0.0069025416,-2.48157731847295E-07,0.0002368001,1.5897272846
-189.8140971207,-303.9319509914,0.0069025415,-2.53620068913333E-07,0.0002368005,1.5896758372
-189.8141438071,-303.9291203249,0.0069025417,-2.48123136970533E-07,0.0002368002,1.5897300456
-189.8141915308,-303.9262887768,0.0069025416,-2.53838570341196E-07,0.0002368006,1.5896780402
-189.8142376927,-303.9234580268,0.0069025417,-2.4857422848662E-07,0.0002368002,1.5897317693
-189.8142850328,-303.9206263977,0.0069025416,-2.54515570354084E-07,0.0002368006,1.589679183
-189.8143309592,-303.9177955711,0.0069025418,-2.49448964940582E-07,0.0002368002,1.589732394
-189.8143782181,-303.9149638686,0.0069025417,-2.55566570888101E-07,0.0002368006,1.5896792529
-189.8144242202,-303.9121329729,0.0069025418,-2.50644691912862E-07,0.0002368002,1.5897319422
-189.8144717107,-303.9093012054,0.0069025417,-2.5687306110282E-07,0.0002368006,1.5896783151
-189.8145180977,-303.9064702486,0.0069025419,-0.000000252,0.0002368002,1.5897305196
-189.8145661181,-303.9036384242,0.0069025418,-2.58295667120482E-07,0.0002368006,1.5896765082
-189.8146131725,-303.9008074139,0.006902542,-2.5346077576214E-07,0.0002368002,1.5897283065
-189.8146619833,-303.8979755402,0.0069025419,-2.59688119137653E-07,0.0002368006,1.5896740349
-189.8147099388,-303.8951444831,0.006902542,-2.5478997922871E-07,0.0002368002,1.5897255433
-189.814759742,-303.8923125662,0.0069025419,-2.60910752553825E-07,0.0002368006,1.5896711473
-189.8148087647,-303.8894814674,0.0069025421,-2.55885278521217E-07,0.0002368002,1.5897225104
-189.8148596876,-303.8866495117,0.006902542,-2.61832676056049E-07,0.0002368006,1.589668129
-189.8149098628,-303.8838183748,0.0069025422,-2.56621900999264E-07,0.0002368002,1.5897195061
-189.8149619475,-303.8809863823,0.0069025421,-2.62321850990224E-07,0.0002368006,1.5896652735
